1431528482;mol;14;30868.000;18107.000;prehrada b1;10718.000;158781.000;0.003;11;REDOX METER;5;Voltage in dam 2
1431528483;g;13;14654.000;13245.000;hraz v2;14290.000;19152.000;0.005;21487/7854/784;CANDELA METER;0;Measurement desc 1
1431528484;ms;7;26224.000;3564.000;povrch b1;27704.000;80100.000;0.001;2548DESWE-87-874/4;WEIGHT METER;13;Flow in corridor 4
1431528485;ms^-2;9;32742.000;25473.000;hraz v3;24384.000;12305.000;0.010;EDF-5874-8745/A;FLOW METER 2;12;Flow in corridor 3
1431528486;ms^-2;14;7285.000;1455.000;povrch b1;1432.000;29214.000;0.010;DESWR/DFGTRE-587;AMPER METER 2;9;Resistance 3
1431528487;ms^-1;9;3566.000;10385.000;hraz v3;12210.000;138620.000;0.100;2517/7;AMPER METER 1;11;Flow in corridor 2
1431528488;ms;10;23411.000;5181.000;odpor v1;9303.000;189711.000;0.001;21487/7854/784;CANDELA METER;7;Resistance 1
1431528489;ms^-2;1;8180.000;21301.000;napeti v2;8812.000;42894.000;0.010;EDF-5874-8745/A;FLOW METER 2;8;Resistance 2
1431528490;K;2;5919.000;2622.000;prutok b2;22019.000;28185.000;0.100;2517/7;AMPER METER 1;0;Measurement desc 1
1431528491;ms^-1;11;26164.000;25871.000;napeti v1;3236.000;31740.000;0.100;2548DESWE-87-874/4;WEIGHT METER;2;Measurement desc 3
1431528492;ms;12;27560.000;17561.000;prehrada b1;13533.000;233610.000;0.001;2517/7;AMPER METER 1;7;Resistance 1
1431528493;m^3;7;8772.000;6768.000;prutok b3;29959.000;6116.000;0.100;11;REDOX METER;14;Flow in corridor 5
1431528494;K;0;25416.000;7575.000;povrch b3;25946.000;43360.000;0.100;11;REDOX METER;7;Resistance 1
1431528495;ms^-2;12;5179.000;17444.000;povrch b1;14643.000;68250.000;0.010;2148DRFES-587;FLOW METER;7;Resistance 1
1431528496;m^3;0;2946.000;11962.000;prutok b4;25508.000;122056.000;0.100;21487/7854/784;CANDELA METER;0;Measurement desc 1
1431528497;K;3;14475.000;28857.000;odpor v1;828.000;86904.000;0.100;251-DF-DFR-FRT;FLOW METER 3;13;Flow in corridor 4
1431528498;g;11;23292.000;25103.000;povrch b1;8472.000;126371.000;0.005;2548DESWE-87-874/4;WEIGHT METER;2;Measurement desc 3
1431528499;m^3;10;21843.000;26128.000;prutok b2;3881.000;234336.000;0.100;21487/7854/784;CANDELA METER;8;Resistance 2
1431528500;K;7;26283.000;21418.000;napeti v2;29127.000;109192.000;0.100;2548DESWE-87-874/4;WEIGHT METER;7;Resistance 1
1431528501;ms;2;22488.000;27355.000;hraz v1;16503.000;147890.000;0.001;251-DF-DFR-FRT;FLOW METER 3;3;Measurement desc 4
1431528502;ms^-2;0;26513.000;842.000;prehrada b1;18936.000;39640.000;0.010;EDF-5874-8745/A;FLOW METER 2;12;Flow in corridor 3
1431528503;K;1;535.000;24629.000;prutok b4;1939.000;83650.000;0.100;11;REDOX METER;1;Measurement desc 2
1431528504;m^3;3;4109.000;21937.000;napeti v1;19362.000;11988.000;0.100;DESWR/DFGTRE-587;AMPER METER 2;3;Measurement desc 4
1431528505;mol;13;26700.000;11003.000;napeti v1;5985.000;93804.000;0.003;2548DESWE-87-874/4;WEIGHT METER;13;Flow in corridor 4
1431528506;m^3;3;12669.000;26162.000;prutok b3;9205.000;1504.000;0.100;DESWR/DFGTRE-587;AMPER METER 2;5;Voltage in dam 2
1431528507;A;12;15970.000;27991.000;odpor v1;27321.000;222680.000;0.015;2148DRFES-587;FLOW METER;3;Measurement desc 4
1431528508;K;9;12739.000;10309.000;odpor v1;14544.000;108942.000;0.100;11;REDOX METER;14;Flow in corridor 5
1431528509;m;13;30073.000;4187.000;odpor v1;6631.000;48.000;0.100;2517/7;AMPER METER 1;3;Measurement desc 4
1431528510;ms^-1;1;20643.000;22765.000;povrch b2;9801.000;24024.000;0.100;2548DESWE-87-874/4;WEIGHT METER;10;Flow in corridor 1
1431528511;ms^-1;13;10585.000;7512.000;napeti v1;41.000;82864.000;0.100;11;REDOX METER;14;Flow in corridor 5
1431528512;mol;0;15694.000;16438.000;povrch b1;3115.000;156070.000;0.003;21487/7854/784;CANDELA METER;4;Voltage in dam 1
1431528513;m^3;7;24081.000;26510.000;povrch b3;12595.000;151220.000;0.100;251-DF-DFR-FRT;FLOW METER 3;2;Measurement desc 3
1431528514;VA;11;31744.000;17103.000;prutok b1;11121.000;47450.000;0.002;251-DF-DFR-FRT;FLOW METER 3;10;Flow in corridor 1
1431528515;g;6;3409.000;1403.000;prutok b1;16044.000;1795.000;0.005;DESWR/DFGTRE-587;AMPER METER 2;8;Resistance 2
1431528516;A;13;6997.000;17273.000;prutok b3;21454.000;214376.000;0.015;2517/7;AMPER METER 1;3;Measurement desc 4
1431528517;VA;14;1032.000;6781.000;hraz v3;19888.000;147536.000;0.002;2517/7;AMPER METER 1;13;Flow in corridor 4
1431528518;ohm;12;14825.000;21647.000;napeti v1;8487.000;26996.000;0.005;11;REDOX METER;12;Flow in corridor 3
1431528519;ms^-1;7;4061.000;28714.000;prutok b4;31822.000;15588.000;0.100;EDF-5874-8745/A;FLOW METER 2;14;Flow in corridor 5
1431528520;ms;8;23493.000;14686.000;prutok b4;2325.000;9612.000;0.001;0A2154AD;OHM METER;7;Resistance 1
1431528521;m^3;12;31901.000;24609.000;odpor v1;5898.000;105995.000;0.100;2517/7;AMPER METER 1;0;Measurement desc 1
1431528522;K;0;4059.000;14328.000;prutok b1;14438.000;66880.000;0.100;DESWR/DFGTRE-587;AMPER METER 2;1;Measurement desc 2
1431528523;VA;10;25053.000;3354.000;prutok b2;7770.000;84875.000;0.002;2517/7;AMPER METER 1;6;Voltage in dam 3
1431528524;m^3;2;26040.000;14955.000;napeti v2;16538.000;91085.000;0.100;2517/7;AMPER METER 1;9;Resistance 3
1431528525;ms;1;16465.000;27866.000;prutok b4;7210.000;47700.000;0.001;251-DF-DFR-FRT;FLOW METER 3;2;Measurement desc 3
1431528526;ms^-1;7;12972.000;16455.000;hraz v1;5480.000;135450.000;0.100;21487/7854/784;CANDELA METER;11;Flow in corridor 2
1431528527;g;7;28530.000;8521.000;povrch b1;18778.000;151335.000;0.005;EDF-5874-8745/A;FLOW METER 2;1;Measurement desc 2
1431528528;mol;12;10149.000;8271.000;prutok b4;23097.000;5340.000;0.003;DESWR/DFGTRE-587;AMPER METER 2;9;Resistance 3
1431528529;ms^-1;7;23255.000;8761.000;prutok b2;829.000;47738.000;0.100;11;REDOX METER;8;Resistance 2
1431528530;g;4;13922.000;6603.000;prutok b3;32682.000;42388.000;0.005;251-DF-DFR-FRT;FLOW METER 3;10;Flow in corridor 1
1431528531;m^3;9;4079.000;14033.000;hraz v1;4378.000;186137.000;0.100;251-DF-DFR-FRT;FLOW METER 3;10;Flow in corridor 1
1431528532;g;3;18235.000;13854.000;hraz v2;12556.000;177366.000;0.005;21487/7854/784;CANDELA METER;9;Resistance 3
1431528533;m;5;6971.000;16142.000;hraz v3;14765.000;256360.000;0.100;2548DESWE-87-874/4;WEIGHT METER;7;Resistance 1
1431528534;VA;12;15949.000;31275.000;hraz v2;4582.000;15114.000;0.002;2517/7;AMPER METER 1;1;Measurement desc 2
1431528535;K;4;13811.000;19764.000;prutok b2;10405.000;103744.000;0.100;251-DF-DFR-FRT;FLOW METER 3;8;Resistance 2
1431528536;K;14;20821.000;26645.000;prutok b1;19311.000;20766.000;0.100;11;REDOX METER;12;Flow in corridor 3
1431528537;ms^-2;0;17306.000;3945.000;prutok b2;9253.000;242744.000;0.010;2148DRFES-587;FLOW METER;6;Voltage in dam 3
1431528538;m;14;11508.000;20567.000;povrch b1;27158.000;89670.000;0.100;2517/7;AMPER METER 1;3;Measurement desc 4
1431528539;ohm;2;8029.000;2344.000;povrch b3;4678.000;90420.000;0.005;11;REDOX METER;3;Measurement desc 4
1431528540;m^3;8;27193.000;29617.000;napeti v1;2812.000;29953.000;0.100;DESWR/DFGTRE-587;AMPER METER 2;5;Voltage in dam 2
1431528541;A;2;14727.000;7343.000;hraz v2;20113.000;79835.000;0.015;2148DRFES-587;FLOW METER;10;Flow in corridor 1
1431528542;m^3;5;21539.000;29796.000;povrch b3;22903.000;106305.000;0.100;251-DF-DFR-FRT;FLOW METER 3;11;Flow in corridor 2
1431528543;g;11;1342.000;25758.000;prehrada b1;20359.000;18168.000;0.005;11;REDOX METER;10;Flow in corridor 1
1431528544;ms^-2;3;32060.000;6085.000;prutok b4;23695.000;32176.000;0.010;251-DF-DFR-FRT;FLOW METER 3;2;Measurement desc 3
1431528545;VA;9;13754.000;23903.000;prehrada b2;7195.000;10120.000;0.002;0A2154AD;OHM METER;9;Resistance 3
1431528546;A;13;9442.000;22462.000;prutok b4;5250.000;42897.000;0.015;0A2154AD;OHM METER;10;Flow in corridor 1
1431528547;ms^-1;14;19450.000;24258.000;prutok b2;4404.000;271305.000;0.100;0A2154AD;OHM METER;10;Flow in corridor 1
1431528548;ms^-1;2;27917.000;17476.000;povrch b1;26690.000;185814.000;0.100;2148DRFES-587;FLOW METER;2;Measurement desc 3
1431528549;m^3;0;29734.000;25944.000;hraz v3;30509.000;175483.000;0.100;0A2154AD;OHM METER;1;Measurement desc 2
1431528550;ms;7;24454.000;13561.000;prutok b1;25331.000;157242.000;0.001;0A2154AD;OHM METER;6;Voltage in dam 3
1431528551;m;4;13095.000;11281.000;hraz v2;26455.000;94515.000;0.100;2517/7;AMPER METER 1;2;Measurement desc 3
1431528552;ms^-1;6;17303.000;19068.000;prutok b3;16752.000;264258.000;0.100;DESWR/DFGTRE-587;AMPER METER 2;5;Voltage in dam 2
1431528553;VA;0;25607.000;5548.000;prehrada b1;372.000;31768.000;0.002;2517/7;AMPER METER 1;5;Voltage in dam 2
1431528554;VA;1;17293.000;16398.000;povrch b2;20422.000;29398.000;0.002;DESWR/DFGTRE-587;AMPER METER 2;3;Measurement desc 4
1431528555;ms^-1;13;1436.000;26169.000;hraz v3;28989.000;39408.000;0.100;2148DRFES-587;FLOW METER;5;Voltage in dam 2
1431528556;K;8;25099.000;3304.000;hraz v1;5813.000;56070.000;0.100;251-DF-DFR-FRT;FLOW METER 3;9;Resistance 3
1431528557;ohm;3;22493.000;19611.000;prutok b2;17371.000;230176.000;0.005;21487/7854/784;CANDELA METER;13;Flow in corridor 4
1431528558;mol;11;16324.000;22023.000;prehrada b2;22836.000;38520.000;0.003;21487/7854/784;CANDELA METER;4;Voltage in dam 1
1431528559;ms^-2;8;18814.000;15393.000;napeti v1;3439.000;215824.000;0.010;21487/7854/784;CANDELA METER;4;Voltage in dam 1
1431528560;ohm;5;12499.000;12118.000;povrch b2;25068.000;109030.000;0.005;21487/7854/784;CANDELA METER;4;Voltage in dam 1
1431528561;A;6;13667.000;5594.000;povrch b2;24203.000;42552.000;0.015;0A2154AD;OHM METER;14;Flow in corridor 5
1431528562;ms;3;8772.000;11611.000;prehrada b1;8377.000;98298.000;0.001;251-DF-DFR-FRT;FLOW METER 3;4;Voltage in dam 1
1431528563;m;6;28710.000;8727.000;prutok b4;2488.000;166720.000;0.100;0A2154AD;OHM METER;4;Voltage in dam 1
1431528564;A;6;20368.000;18116.000;prehrada b1;6190.000;48696.000;0.015;2517/7;AMPER METER 1;7;Resistance 1
1431528565;g;4;9625.000;23075.000;prutok b2;14577.000;80690.000;0.005;0A2154AD;OHM METER;12;Flow in corridor 3
1431528566;A;11;18498.000;1448.000;prutok b1;6928.000;1552.000;0.015;EDF-5874-8745/A;FLOW METER 2;6;Voltage in dam 3
1431528567;A;8;1577.000;375.000;hraz v2;21285.000;130815.000;0.015;21487/7854/784;CANDELA METER;0;Measurement desc 1
1431528568;ms^-1;0;17718.000;2406.000;prehrada b1;23001.000;58360.000;0.100;2548DESWE-87-874/4;WEIGHT METER;9;Resistance 3
1431528569;VA;12;17571.000;3978.000;prutok b2;12727.000;67704.000;0.002;EDF-5874-8745/A;FLOW METER 2;6;Voltage in dam 3
1431528570;ms^-2;13;20055.000;22477.000;napeti v2;16437.000;192470.000;0.010;0A2154AD;OHM METER;7;Resistance 1
1431528571;A;9;25446.000;26878.000;prutok b3;9727.000;83148.000;0.015;EDF-5874-8745/A;FLOW METER 2;11;Flow in corridor 2
1431528572;ms^-1;9;12281.000;32467.000;povrch b3;8837.000;33649.000;0.100;2148DRFES-587;FLOW METER;10;Flow in corridor 1
1431528573;mol;4;21020.000;26987.000;napeti v2;20168.000;74720.000;0.003;251-DF-DFR-FRT;FLOW METER 3;8;Resistance 2
1431528574;ohm;11;16464.000;1522.000;hraz v3;15201.000;12572.000;0.005;EDF-5874-8745/A;FLOW METER 2;6;Voltage in dam 3
1431528575;m^3;0;23298.000;15526.000;napeti v2;15826.000;182992.000;0.100;11;REDOX METER;2;Measurement desc 3
1431528576;VA;8;29998.000;12236.000;povrch b2;30992.000;201546.000;0.002;DESWR/DFGTRE-587;AMPER METER 2;8;Resistance 2
1431528577;K;11;24744.000;2138.000;hraz v3;27983.000;23165.000;0.100;11;REDOX METER;9;Resistance 3
1431528578;ms^-1;4;18742.000;2937.000;prutok b4;6928.000;119220.000;0.100;2548DESWE-87-874/4;WEIGHT METER;9;Resistance 3
1431528579;ohm;8;27456.000;25994.000;prutok b2;1384.000;211005.000;0.005;11;REDOX METER;2;Measurement desc 3
1431528580;VA;13;29064.000;22081.000;napeti v1;8082.000;22600.000;0.002;EDF-5874-8745/A;FLOW METER 2;14;Flow in corridor 5
1431528581;m;5;1598.000;10779.000;prutok b4;29112.000;74920.000;0.100;EDF-5874-8745/A;FLOW METER 2;3;Measurement desc 4
1431528582;VA;0;25418.000;11516.000;prutok b3;253.000;269910.000;0.002;DESWR/DFGTRE-587;AMPER METER 2;4;Voltage in dam 1
1431528583;m;4;28112.000;560.000;hraz v1;18125.000;101375.000;0.100;EDF-5874-8745/A;FLOW METER 2;8;Resistance 2
1431528584;ms^-2;6;10496.000;3467.000;prehrada b1;17256.000;94704.000;0.010;2517/7;AMPER METER 1;3;Measurement desc 4
1431528585;m;7;3122.000;22996.000;napeti v2;30636.000;23422.000;0.100;251-DF-DFR-FRT;FLOW METER 3;6;Voltage in dam 3
1431528586;ohm;12;2079.000;10349.000;napeti v2;21027.000;15468.000;0.005;EDF-5874-8745/A;FLOW METER 2;3;Measurement desc 4
1431528587;m^3;0;18307.000;5711.000;povrch b2;23372.000;183969.000;0.100;0A2154AD;OHM METER;8;Resistance 2
1431528588;ohm;1;30386.000;548.000;napeti v1;11565.000;29896.000;0.005;2148DRFES-587;FLOW METER;1;Measurement desc 2
1431528589;m;1;7923.000;8147.000;napeti v1;536.000;145974.000;0.100;0A2154AD;OHM METER;13;Flow in corridor 4
1431528590;ohm;5;24717.000;25831.000;hraz v2;26301.000;58996.000;0.005;2148DRFES-587;FLOW METER;9;Resistance 3
1431528591;ms;1;6258.000;15058.000;napeti v1;23408.000;51620.000;0.001;21487/7854/784;CANDELA METER;3;Measurement desc 4
1431528592;K;14;15625.000;8667.000;prehrada b2;28859.000;233260.000;0.100;EDF-5874-8745/A;FLOW METER 2;4;Voltage in dam 1
1431528593;ms;7;32305.000;12697.000;napeti v2;11046.000;11676.000;0.001;2517/7;AMPER METER 1;8;Resistance 2
1431528594;mol;13;29828.000;8899.000;prutok b1;14917.000;49488.000;0.003;2148DRFES-587;FLOW METER;13;Flow in corridor 4
1431528595;mol;9;27645.000;19941.000;prehrada b1;20227.000;40722.000;0.003;0A2154AD;OHM METER;6;Voltage in dam 3
1431528596;ms^-1;12;5560.000;19348.000;napeti v2;7469.000;115312.000;0.100;EDF-5874-8745/A;FLOW METER 2;11;Flow in corridor 2
1431528597;m;7;11506.000;8729.000;hraz v2;21570.000;88780.000;0.100;DESWR/DFGTRE-587;AMPER METER 2;7;Resistance 1
1431528598;VA;4;23394.000;11193.000;prehrada b2;7032.000;143070.000;0.002;DESWR/DFGTRE-587;AMPER METER 2;3;Measurement desc 4
1431528599;VA;0;26822.000;8961.000;hraz v3;23825.000;120520.000;0.002;2148DRFES-587;FLOW METER;3;Measurement desc 4
1431528600;ms^-2;12;421.000;32695.000;prutok b1;27871.000;14964.000;0.010;21487/7854/784;CANDELA METER;3;Measurement desc 4
1431528601;ms^-1;11;8561.000;4422.000;povrch b2;22037.000;62573.000;0.100;11;REDOX METER;13;Flow in corridor 4
1431528602;VA;14;27565.000;667.000;hraz v1;23632.000;26504.000;0.002;2517/7;AMPER METER 1;2;Measurement desc 3
1431528603;VA;13;155.000;13021.000;napeti v1;31717.000;166930.000;0.002;0A2154AD;OHM METER;4;Voltage in dam 1
1431528604;ms^-2;8;6398.000;4010.000;prutok b4;30060.000;176802.000;0.010;11;REDOX METER;9;Resistance 3
1431528605;ms^-2;10;29989.000;23691.000;prutok b2;12428.000;27996.000;0.010;2148DRFES-587;FLOW METER;1;Measurement desc 2
1431528606;mol;12;27431.000;5020.000;prehrada b2;520.000;3487.000;0.003;11;REDOX METER;9;Resistance 3
1431528607;mol;6;8352.000;19304.000;prutok b3;8457.000;4068.000;0.003;DESWR/DFGTRE-587;AMPER METER 2;6;Voltage in dam 3
1431528608;ms;5;15143.000;20031.000;odpor v1;22445.000;74575.000;0.001;2548DESWE-87-874/4;WEIGHT METER;9;Resistance 3
1431528609;g;1;5318.000;20082.000;napeti v1;15057.000;84690.000;0.005;251-DF-DFR-FRT;FLOW METER 3;14;Flow in corridor 5
1431528610;ms;1;16112.000;25614.000;odpor v1;29978.000;189816.000;0.001;11;REDOX METER;1;Measurement desc 2
1431528611;m;7;24873.000;16342.000;prutok b2;29001.000;15997.000;0.100;0A2154AD;OHM METER;5;Voltage in dam 2
1431528612;VA;6;16093.000;16252.000;odpor v1;28608.000;158679.000;0.002;2148DRFES-587;FLOW METER;11;Flow in corridor 2
1431528613;ohm;4;28766.000;20170.000;prehrada b2;21327.000;82005.000;0.005;251-DF-DFR-FRT;FLOW METER 3;10;Flow in corridor 1
1431528614;mol;6;6974.000;17052.000;hraz v2;12611.000;204228.000;0.003;21487/7854/784;CANDELA METER;7;Resistance 1
