1432245355;ms^-1;7;1675.000;5020.000;napeti v2;29457.000;25541.000;0.100;11;REDOX METER;8;Resistance 2
1432245356;K;12;8242.000;10898.000;prutok b4;31184.000;89568.000;0.100;251-DF-DFR-FRT;FLOW METER 3;6;Voltage in dam 3
1432245357;K;8;12386.000;16192.000;hraz v2;25686.000;46592.000;0.100;EDF-5874-8745/A;FLOW METER 2;3;Measurement desc 4
1432245358;g;0;10374.000;23117.000;odpor v1;28764.000;167080.000;0.005;DESWR/DFGTRE-587;AMPER METER 2;8;Resistance 2
1432245359;K;13;9426.000;16514.000;hraz v2;468.000;27045.000;0.100;2517/7;AMPER METER 1;3;Measurement desc 4
1432245360;m;12;28973.000;32047.000;povrch b3;25187.000;21918.000;0.100;11;REDOX METER;0;Measurement desc 1
1432245361;ms^-1;13;4648.000;4914.000;hraz v3;22817.000;60957.000;0.100;2148DRFES-587;FLOW METER;12;Flow in corridor 3
1432245362;ms^-2;3;3588.000;28688.000;povrch b1;5775.000;88144.000;0.010;2548DESWE-87-874/4;WEIGHT METER;2;Measurement desc 3
1432245363;m;2;29298.000;32027.000;povrch b3;12504.000;33648.000;0.100;0A2154AD;OHM METER;11;Flow in corridor 2
1432245364;m;5;21045.000;27501.000;prutok b2;11340.000;12176.000;0.100;11;REDOX METER;6;Voltage in dam 3
1432245365;g;2;14100.000;5468.000;prehrada b1;19481.000;24097.000;0.005;21487/7854/784;CANDELA METER;4;Voltage in dam 1
1432245366;m^3;4;17441.000;4838.000;prutok b1;10059.000;167814.000;0.100;EDF-5874-8745/A;FLOW METER 2;9;Resistance 3
1432245367;m^3;9;1061.000;23532.000;prehrada b1;15877.000;232410.000;0.100;11;REDOX METER;13;Flow in corridor 4
1432245368;m^3;8;8321.000;5318.000;hraz v2;2816.000;89045.000;0.100;2148DRFES-587;FLOW METER;4;Voltage in dam 1
1432245369;ms;0;31746.000;24895.000;hraz v3;19781.000;138453.000;0.001;251-DF-DFR-FRT;FLOW METER 3;4;Voltage in dam 1
1432245370;g;0;28222.000;22910.000;hraz v3;1574.000;123160.000;0.005;251-DF-DFR-FRT;FLOW METER 3;1;Measurement desc 2
1432245371;m^3;13;6874.000;32151.000;hraz v2;26498.000;284706.000;0.100;DESWR/DFGTRE-587;AMPER METER 2;4;Voltage in dam 1
1432245372;m^3;0;8606.000;17155.000;hraz v2;11833.000;58984.000;0.100;2148DRFES-587;FLOW METER;11;Flow in corridor 2
1432245373;m^3;1;8719.000;6312.000;prutok b2;9452.000;114210.000;0.100;21487/7854/784;CANDELA METER;14;Flow in corridor 5
1432245374;ohm;0;20483.000;31911.000;napeti v1;19193.000;25854.000;0.005;11;REDOX METER;7;Resistance 1
1432245375;ms^-1;11;5072.000;261.000;prutok b2;23478.000;55504.000;0.100;0A2154AD;OHM METER;13;Flow in corridor 4
1432245376;m;1;29513.000;23074.000;povrch b3;12780.000;91610.000;0.100;EDF-5874-8745/A;FLOW METER 2;0;Measurement desc 1
1432245377;m^3;12;16018.000;21415.000;hraz v3;17302.000;78687.000;0.100;EDF-5874-8745/A;FLOW METER 2;1;Measurement desc 2
1432245378;m^3;9;15706.000;18315.000;prutok b3;12762.000;91020.000;0.100;DESWR/DFGTRE-587;AMPER METER 2;13;Flow in corridor 4
1432245379;ms;11;22657.000;29552.000;napeti v2;10567.000;14076.000;0.001;2548DESWE-87-874/4;WEIGHT METER;5;Voltage in dam 2
1432245380;mol;6;31643.000;18526.000;prehrada b1;3664.000;3231.000;0.003;2517/7;AMPER METER 1;3;Measurement desc 4
1432245381;K;1;11028.000;4246.000;hraz v2;12809.000;63310.000;0.100;0A2154AD;OHM METER;6;Voltage in dam 3
1432245382;A;6;2668.000;1915.000;hraz v2;2848.000;194238.000;0.015;2517/7;AMPER METER 1;8;Resistance 2
1432245383;ms^-2;12;20116.000;16443.000;povrch b2;12061.000;98277.000;0.010;251-DF-DFR-FRT;FLOW METER 3;7;Resistance 1
1432245384;VA;3;22728.000;30264.000;prutok b1;2013.000;100570.000;0.002;2548DESWE-87-874/4;WEIGHT METER;13;Flow in corridor 4
1432245385;K;0;30073.000;9205.000;prutok b4;332.000;110742.000;0.100;251-DF-DFR-FRT;FLOW METER 3;13;Flow in corridor 4
1432245386;VA;1;31645.000;31791.000;prehrada b2;11105.000;178962.000;0.002;0A2154AD;OHM METER;7;Resistance 1
1432245387;ohm;5;18439.000;8489.000;prehrada b2;3167.000;83430.000;0.005;11;REDOX METER;2;Measurement desc 3
1432245388;ms^-1;7;20833.000;13934.000;hraz v1;8010.000;42385.000;0.100;2548DESWE-87-874/4;WEIGHT METER;14;Flow in corridor 5
1432245389;m^3;12;20440.000;10403.000;povrch b1;15014.000;117468.000;0.100;251-DF-DFR-FRT;FLOW METER 3;0;Measurement desc 1
1432245390;ohm;0;13709.000;18287.000;hraz v1;23414.000;79740.000;0.005;2517/7;AMPER METER 1;8;Resistance 2
1432245391;ms^-1;13;29470.000;3604.000;napeti v1;4212.000;199682.000;0.100;2517/7;AMPER METER 1;5;Voltage in dam 2
1432245392;mol;13;17450.000;13830.000;povrch b1;397.000;32350.000;0.003;2148DRFES-587;FLOW METER;8;Resistance 2
1432245393;mol;9;123.000;28572.000;napeti v2;20383.000;23120.000;0.003;11;REDOX METER;11;Flow in corridor 2
1432245394;ms;4;11570.000;23901.000;hraz v2;18549.000;91053.000;0.001;0A2154AD;OHM METER;10;Flow in corridor 1
1432245395;ohm;0;19008.000;11573.000;povrch b2;11010.000;142611.000;0.005;11;REDOX METER;6;Voltage in dam 3
1432245396;ms;8;6184.000;27702.000;prehrada b1;30685.000;4514.000;0.001;251-DF-DFR-FRT;FLOW METER 3;14;Flow in corridor 5
1432245397;ms^-2;5;20996.000;28739.000;povrch b1;2557.000;174744.000;0.010;2148DRFES-587;FLOW METER;7;Resistance 1
1432245398;mol;4;6054.000;29794.000;hraz v3;29621.000;108060.000;0.003;DESWR/DFGTRE-587;AMPER METER 2;11;Flow in corridor 2
1432245399;ms;14;1061.000;17154.000;povrch b1;23537.000;130788.000;0.001;DESWR/DFGTRE-587;AMPER METER 2;11;Flow in corridor 2
1432245400;mol;9;11440.000;2677.000;povrch b1;22450.000;59697.000;0.003;2548DESWE-87-874/4;WEIGHT METER;2;Measurement desc 3
1432245401;K;2;843.000;14356.000;hraz v1;31687.000;121876.000;0.100;DESWR/DFGTRE-587;AMPER METER 2;1;Measurement desc 2
1432245402;ms^-2;8;23123.000;29972.000;hraz v3;8909.000;11648.000;0.010;251-DF-DFR-FRT;FLOW METER 3;8;Resistance 2
1432245403;K;14;972.000;8731.000;hraz v3;9064.000;4448.000;0.100;EDF-5874-8745/A;FLOW METER 2;14;Flow in corridor 5
1432245404;m;5;18737.000;27795.000;hraz v2;29379.000;124306.000;0.100;0A2154AD;OHM METER;12;Flow in corridor 3
1432245405;mol;8;14177.000;23279.000;hraz v1;28485.000;192892.000;0.003;251-DF-DFR-FRT;FLOW METER 3;11;Flow in corridor 2
1432245406;A;0;31461.000;27235.000;hraz v1;20372.000;92896.000;0.015;0A2154AD;OHM METER;0;Measurement desc 1
1432245407;A;1;18539.000;7020.000;odpor v1;29134.000;290169.000;0.015;2517/7;AMPER METER 1;7;Resistance 1
1432245408;ms^-1;8;3463.000;2183.000;povrch b2;1798.000;150270.000;0.100;EDF-5874-8745/A;FLOW METER 2;14;Flow in corridor 5
1432245409;ms^-1;8;26020.000;25299.000;hraz v2;22268.000;32137.000;0.100;0A2154AD;OHM METER;10;Flow in corridor 1
1432245410;mol;5;3908.000;29015.000;prehrada b2;6177.000;85659.000;0.003;251-DF-DFR-FRT;FLOW METER 3;13;Flow in corridor 4
1432245411;VA;6;23935.000;28219.000;hraz v2;6090.000;170864.000;0.002;0A2154AD;OHM METER;0;Measurement desc 1
1432245412;mol;9;25013.000;24218.000;odpor v1;11954.000;51870.000;0.003;11;REDOX METER;8;Resistance 2
1432245413;ms;4;18853.000;16418.000;povrch b2;15797.000;35736.000;0.001;11;REDOX METER;9;Resistance 3
1432245414;ms;0;11660.000;10580.000;prutok b2;11979.000;76860.000;0.001;251-DF-DFR-FRT;FLOW METER 3;10;Flow in corridor 1
1432245415;K;2;19110.000;14305.000;prehrada b2;13890.000;11358.000;0.100;21487/7854/784;CANDELA METER;5;Voltage in dam 2
1432245416;mol;1;26104.000;26940.000;hraz v2;20543.000;124224.000;0.003;251-DF-DFR-FRT;FLOW METER 3;1;Measurement desc 2
1432245417;A;14;21305.000;14680.000;prutok b2;13943.000;51882.000;0.015;DESWR/DFGTRE-587;AMPER METER 2;1;Measurement desc 2
1432245418;ms^-1;14;23596.000;9222.000;povrch b3;18985.000;25071.000;0.100;2517/7;AMPER METER 1;12;Flow in corridor 3
1432245419;ms^-1;6;1004.000;25635.000;prutok b3;11870.000;130272.000;0.100;2517/7;AMPER METER 1;14;Flow in corridor 5
1432245420;K;10;25317.000;3376.000;hraz v2;3684.000;132858.000;0.100;DESWR/DFGTRE-587;AMPER METER 2;5;Voltage in dam 2
1432245421;ms;10;5760.000;23372.000;hraz v3;19591.000;77892.000;0.001;2517/7;AMPER METER 1;6;Voltage in dam 3
1432245422;mol;4;456.000;21824.000;prehrada b2;5394.000;47604.000;0.003;0A2154AD;OHM METER;7;Resistance 1
1432245423;ms;12;22924.000;7385.000;hraz v3;4485.000;85554.000;0.001;2548DESWE-87-874/4;WEIGHT METER;1;Measurement desc 2
1432245424;m;9;14640.000;2419.000;odpor v1;14359.000;10728.000;0.100;251-DF-DFR-FRT;FLOW METER 3;5;Voltage in dam 2
1432245425;ms;2;15308.000;26896.000;povrch b2;29550.000;21924.000;0.001;0A2154AD;OHM METER;5;Voltage in dam 2
1432245426;A;9;21843.000;812.000;napeti v1;7837.000;57532.000;0.015;EDF-5874-8745/A;FLOW METER 2;3;Measurement desc 4
1432245427;m^3;4;26607.000;14900.000;hraz v2;4445.000;105156.000;0.100;DESWR/DFGTRE-587;AMPER METER 2;14;Flow in corridor 5
1432245428;VA;9;20975.000;26451.000;hraz v1;14479.000;27.000;0.002;2148DRFES-587;FLOW METER;4;Voltage in dam 1
1432245429;ms^-1;0;28595.000;19437.000;napeti v1;30450.000;212238.000;0.100;DESWR/DFGTRE-587;AMPER METER 2;1;Measurement desc 2
1432245430;ms;6;19930.000;13851.000;hraz v3;18977.000;64318.000;0.001;2148DRFES-587;FLOW METER;14;Flow in corridor 5
1432245431;m;4;2001.000;12983.000;prehrada b2;28623.000;55626.000;0.100;11;REDOX METER;2;Measurement desc 3
1432245432;ohm;12;3694.000;27194.000;napeti v2;1861.000;100009.000;0.005;EDF-5874-8745/A;FLOW METER 2;7;Resistance 1
1432245433;ms^-2;0;21267.000;886.000;prutok b1;27418.000;20511.000;0.010;11;REDOX METER;2;Measurement desc 3
1432245434;K;3;4834.000;10412.000;prutok b3;16181.000;47530.000;0.100;11;REDOX METER;9;Resistance 3
1432245435;ms^-2;8;15913.000;2821.000;povrch b2;28416.000;5990.000;0.010;2548DESWE-87-874/4;WEIGHT METER;6;Voltage in dam 3
1432245436;ms^-1;1;14363.000;32760.000;hraz v2;6125.000;23646.000;0.100;EDF-5874-8745/A;FLOW METER 2;14;Flow in corridor 5
1432245437;K;1;27386.000;5507.000;povrch b3;7214.000;165918.000;0.100;21487/7854/784;CANDELA METER;14;Flow in corridor 5
1432245438;ms^-1;4;27641.000;14288.000;hraz v3;22960.000;117838.000;0.100;2148DRFES-587;FLOW METER;12;Flow in corridor 3
1432245439;g;7;11311.000;17928.000;odpor v1;16728.000;318590.000;0.005;2517/7;AMPER METER 1;10;Flow in corridor 1
1432245440;m;5;28893.000;12427.000;prutok b1;19072.000;250308.000;0.100;DESWR/DFGTRE-587;AMPER METER 2;2;Measurement desc 3
1432245441;ms;10;4280.000;32266.000;hraz v1;32436.000;75015.000;0.001;2517/7;AMPER METER 1;10;Flow in corridor 1
1432245442;mol;1;12567.000;21142.000;hraz v2;6569.000;128000.000;0.003;2517/7;AMPER METER 1;14;Flow in corridor 5
1432245443;m;12;32597.000;21745.000;povrch b3;31101.000;23575.000;0.100;2548DESWE-87-874/4;WEIGHT METER;3;Measurement desc 4
1432245444;A;7;8866.000;3624.000;prutok b1;23349.000;29815.000;0.015;0A2154AD;OHM METER;14;Flow in corridor 5
1432245445;m;5;25085.000;8053.000;prutok b4;8051.000;101675.000;0.100;EDF-5874-8745/A;FLOW METER 2;7;Resistance 1
1432245446;ms^-1;11;14939.000;27235.000;prutok b1;4983.000;2140.000;0.100;DESWR/DFGTRE-587;AMPER METER 2;9;Resistance 3
1432245447;K;14;24927.000;1843.000;prutok b2;31320.000;17181.000;0.100;DESWR/DFGTRE-587;AMPER METER 2;2;Measurement desc 3
1432245448;ohm;10;28604.000;9549.000;povrch b3;21122.000;17136.000;0.005;11;REDOX METER;11;Flow in corridor 2
1432245449;m^3;5;12420.000;12859.000;napeti v2;4978.000;151144.000;0.100;0A2154AD;OHM METER;7;Resistance 1
1432245450;K;3;20525.000;25311.000;povrch b2;24497.000;153822.000;0.100;DESWR/DFGTRE-587;AMPER METER 2;14;Flow in corridor 5
1432245451;g;3;26683.000;31355.000;prehrada b1;26382.000;22020.000;0.005;21487/7854/784;CANDELA METER;9;Resistance 3
1432245452;ms^-2;2;8883.000;27842.000;napeti v2;29983.000;63995.000;0.010;251-DF-DFR-FRT;FLOW METER 3;1;Measurement desc 2
1432245453;ms^-1;9;29303.000;13637.000;prutok b3;26617.000;36092.000;0.100;2548DESWE-87-874/4;WEIGHT METER;9;Resistance 3
1432245454;m^3;5;6975.000;464.000;napeti v2;2862.000;119896.000;0.100;21487/7854/784;CANDELA METER;9;Resistance 3
1432245455;ohm;13;1564.000;2748.000;povrch b3;4871.000;276330.000;0.005;0A2154AD;OHM METER;6;Voltage in dam 3
1432245456;m;12;7754.000;13694.000;prutok b1;13314.000;95270.000;0.100;DESWR/DFGTRE-587;AMPER METER 2;13;Flow in corridor 4
1432245457;m;11;12836.000;23949.000;prutok b3;4750.000;80405.000;0.100;11;REDOX METER;12;Flow in corridor 3
1432245458;m;1;5218.000;24428.000;hraz v2;1797.000;90975.000;0.100;DESWR/DFGTRE-587;AMPER METER 2;5;Voltage in dam 2
1432245459;A;3;31094.000;16935.000;napeti v2;29162.000;27919.000;0.015;21487/7854/784;CANDELA METER;9;Resistance 3
1432245460;A;4;19847.000;6855.000;odpor v1;7267.000;14012.000;0.015;2148DRFES-587;FLOW METER;5;Voltage in dam 2
1432245461;K;7;32295.000;1641.000;prehrada b1;24824.000;74508.000;0.100;251-DF-DFR-FRT;FLOW METER 3;2;Measurement desc 3
1432245462;K;4;29893.000;22027.000;povrch b2;6285.000;126980.000;0.100;DESWR/DFGTRE-587;AMPER METER 2;5;Voltage in dam 2
1432245463;VA;1;15637.000;18716.000;hraz v1;1949.000;6948.000;0.002;21487/7854/784;CANDELA METER;5;Voltage in dam 2
1432245464;VA;13;5051.000;29218.000;povrch b2;18360.000;34604.000;0.002;EDF-5874-8745/A;FLOW METER 2;1;Measurement desc 2
1432245465;mol;0;22868.000;8549.000;napeti v1;26943.000;11556.000;0.003;11;REDOX METER;13;Flow in corridor 4
1432245466;g;10;9697.000;29252.000;hraz v3;18781.000;100780.000;0.005;EDF-5874-8745/A;FLOW METER 2;0;Measurement desc 1
1432245467;g;11;30684.000;22104.000;prehrada b1;22600.000;207081.000;0.005;2517/7;AMPER METER 1;6;Voltage in dam 3
1432245468;A;0;15448.000;15168.000;prehrada b2;19385.000;51134.000;0.015;21487/7854/784;CANDELA METER;1;Measurement desc 2
1432245469;ms;1;10952.000;9812.000;napeti v2;31144.000;17017.000;0.001;11;REDOX METER;10;Flow in corridor 1
1432245470;K;13;12613.000;25343.000;hraz v2;22348.000;39776.000;0.100;0A2154AD;OHM METER;2;Measurement desc 3
1432245471;ohm;1;27918.000;7877.000;prutok b2;22610.000;156564.000;0.005;251-DF-DFR-FRT;FLOW METER 3;4;Voltage in dam 1
1432245472;ms^-2;10;27447.000;4132.000;povrch b2;10844.000;77096.000;0.010;11;REDOX METER;1;Measurement desc 2
1432245473;K;2;11733.000;848.000;hraz v2;2236.000;3081.000;0.100;DESWR/DFGTRE-587;AMPER METER 2;6;Voltage in dam 3
1432245474;m^3;11;12519.000;26971.000;prutok b1;9330.000;149604.000;0.100;2148DRFES-587;FLOW METER;11;Flow in corridor 2
1432245475;A;1;27673.000;17804.000;hraz v2;23650.000;156969.000;0.015;DESWR/DFGTRE-587;AMPER METER 2;2;Measurement desc 3
1432245476;ms^-1;5;3168.000;5382.000;prutok b2;16857.000;294867.000;0.100;2548DESWE-87-874/4;WEIGHT METER;12;Flow in corridor 3
1432245477;ohm;4;25100.000;3220.000;hraz v1;9538.000;94602.000;0.005;2148DRFES-587;FLOW METER;2;Measurement desc 3
1432245478;ms^-1;10;16102.000;18615.000;hraz v2;10020.000;119672.000;0.100;DESWR/DFGTRE-587;AMPER METER 2;1;Measurement desc 2
1432245479;m;5;16567.000;19498.000;hraz v1;2399.000;38616.000;0.100;2517/7;AMPER METER 1;3;Measurement desc 4
1432245480;ms^-2;12;17427.000;26741.000;povrch b1;15526.000;203040.000;0.010;EDF-5874-8745/A;FLOW METER 2;10;Flow in corridor 1
1432245481;ms^-1;0;31566.000;27826.000;hraz v2;26175.000;193806.000;0.100;0A2154AD;OHM METER;8;Resistance 2
1432245482;g;14;26028.000;13991.000;hraz v1;23034.000;159733.000;0.005;21487/7854/784;CANDELA METER;13;Flow in corridor 4
1432245483;ms^-1;6;8930.000;581.000;prehrada b2;17519.000;23296.000;0.100;2517/7;AMPER METER 1;1;Measurement desc 2
1432245484;mol;11;24276.000;4913.000;povrch b2;379.000;36946.000;0.003;EDF-5874-8745/A;FLOW METER 2;7;Resistance 1
1432245485;g;14;20910.000;5250.000;prehrada b2;23292.000;151710.000;0.005;0A2154AD;OHM METER;7;Resistance 1
1432245486;m;10;4062.000;19226.000;napeti v2;11211.000;47505.000;0.100;EDF-5874-8745/A;FLOW METER 2;7;Resistance 1
1432245487;K;3;9924.000;30158.000;napeti v1;8954.000;18207.000;0.100;2517/7;AMPER METER 1;8;Resistance 2
1432245488;ohm;9;16759.000;30762.000;prutok b4;9039.000;84756.000;0.005;251-DF-DFR-FRT;FLOW METER 3;2;Measurement desc 3
1432245489;ms^-2;6;20862.000;11024.000;hraz v1;31487.000;114652.000;0.010;11;REDOX METER;10;Flow in corridor 1
1432245490;mol;11;30818.000;28707.000;hraz v3;28590.000;184282.000;0.003;2517/7;AMPER METER 1;4;Voltage in dam 1
1432245491;A;3;11501.000;25336.000;hraz v1;23207.000;146192.000;0.015;251-DF-DFR-FRT;FLOW METER 3;10;Flow in corridor 1
1432245492;ohm;12;22768.000;17566.000;prehrada b1;20823.000;216622.000;0.005;21487/7854/784;CANDELA METER;2;Measurement desc 3
1432245493;K;11;27487.000;32174.000;povrch b3;5647.000;8446.000;0.100;21487/7854/784;CANDELA METER;4;Voltage in dam 1
1432245494;m;4;6762.000;21040.000;odpor v1;19707.000;28936.000;0.100;0A2154AD;OHM METER;0;Measurement desc 1
1432245495;K;0;20990.000;9255.000;napeti v2;12636.000;7050.000;0.100;2548DESWE-87-874/4;WEIGHT METER;2;Measurement desc 3
1432245496;g;1;2709.000;24598.000;hraz v1;18189.000;64032.000;0.005;EDF-5874-8745/A;FLOW METER 2;8;Resistance 2
1432245497;m;7;1056.000;28633.000;povrch b3;17460.000;21420.000;0.100;2517/7;AMPER METER 1;13;Flow in corridor 4
1432245498;g;5;8522.000;20434.000;napeti v2;12103.000;107585.000;0.005;DESWR/DFGTRE-587;AMPER METER 2;12;Flow in corridor 3
1432245499;g;1;24305.000;8725.000;hraz v3;27970.000;176120.000;0.005;2517/7;AMPER METER 1;5;Voltage in dam 2
1432245500;m;14;9194.000;23636.000;napeti v1;15398.000;38871.000;0.100;DESWR/DFGTRE-587;AMPER METER 2;9;Resistance 3
1432245501;VA;5;25826.000;27512.000;hraz v1;21940.000;2124.000;0.002;DESWR/DFGTRE-587;AMPER METER 2;6;Voltage in dam 3
1432245502;A;12;22720.000;27104.000;povrch b1;13930.000;108648.000;0.015;2517/7;AMPER METER 1;1;Measurement desc 2
1432245503;ohm;6;14605.000;17318.000;prehrada b1;17598.000;57736.000;0.005;DESWR/DFGTRE-587;AMPER METER 2;1;Measurement desc 2
1432245504;ms^-2;13;19113.000;25936.000;povrch b1;21657.000;12122.000;0.010;2517/7;AMPER METER 1;1;Measurement desc 2
1432245505;mol;12;10988.000;20627.000;prutok b3;17174.000;28194.000;0.003;2548DESWE-87-874/4;WEIGHT METER;1;Measurement desc 2
1432245506;ohm;4;7327.000;13204.000;prutok b1;9851.000;118085.000;0.005;21487/7854/784;CANDELA METER;6;Voltage in dam 3
1432245507;VA;12;20920.000;24089.000;hraz v1;20088.000;262560.000;0.002;251-DF-DFR-FRT;FLOW METER 3;2;Measurement desc 3
1432245508;ms^-2;0;27885.000;12620.000;hraz v1;4254.000;124748.000;0.010;2548DESWE-87-874/4;WEIGHT METER;9;Resistance 3
1432245509;VA;12;14301.000;25973.000;povrch b2;7457.000;51475.000;0.002;2517/7;AMPER METER 1;1;Measurement desc 2
1432245510;K;4;18705.000;16951.000;povrch b1;22482.000;160576.000;0.100;DESWR/DFGTRE-587;AMPER METER 2;3;Measurement desc 4
1432245511;VA;14;5806.000;9418.000;povrch b3;29014.000;133116.000;0.002;2517/7;AMPER METER 1;4;Voltage in dam 1
1432245512;A;1;12541.000;28864.000;napeti v1;15531.000;6714.000;0.015;0A2154AD;OHM METER;5;Voltage in dam 2
1432245513;m;13;8602.000;18094.000;povrch b1;31965.000;319740.000;0.100;11;REDOX METER;7;Resistance 1
1432245514;ms^-2;9;10893.000;7536.000;hraz v2;9988.000;55398.000;0.010;21487/7854/784;CANDELA METER;13;Flow in corridor 4
1432245515;m^3;1;25055.000;6528.000;prutok b2;21633.000;99918.000;0.100;0A2154AD;OHM METER;8;Resistance 2
1432245516;ms;9;25929.000;15984.000;hraz v1;24952.000;112608.000;0.001;2148DRFES-587;FLOW METER;8;Resistance 2
1432245517;mol;14;8737.000;22281.000;prutok b3;29584.000;6986.000;0.003;2548DESWE-87-874/4;WEIGHT METER;11;Flow in corridor 2
1432245518;VA;5;28073.000;12057.000;hraz v3;25833.000;320880.000;0.002;2548DESWE-87-874/4;WEIGHT METER;13;Flow in corridor 4
1432245519;g;6;27027.000;31759.000;prehrada b2;20318.000;16740.000;0.005;0A2154AD;OHM METER;11;Flow in corridor 2
1432245520;ms^-1;6;28843.000;3935.000;napeti v2;13308.000;2450.000;0.100;EDF-5874-8745/A;FLOW METER 2;7;Resistance 1
1432245521;ms^-2;7;2004.000;12192.000;odpor v1;31425.000;209574.000;0.010;2148DRFES-587;FLOW METER;13;Flow in corridor 4
1432245522;ms^-2;10;3929.000;13143.000;povrch b3;18073.000;80630.000;0.010;EDF-5874-8745/A;FLOW METER 2;11;Flow in corridor 2
1432245523;ms^-2;9;12340.000;15031.000;napeti v2;22933.000;62535.000;0.010;11;REDOX METER;7;Resistance 1
1432245524;A;7;16936.000;8906.000;povrch b1;1389.000;83802.000;0.015;2148DRFES-587;FLOW METER;8;Resistance 2
